Answer,Clue,File
"UZ","Aplicație la locul de muncă","/home/adi/workspace/rebus/careuri-definitii-3/js/juxta.js"
"TARUSI","Pichet... aflat la graniță (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/juxta.js"
"ORE","Termene scadente la îndeplinirea normei","/home/adi/workspace/rebus/careuri-definitii-3/js/juxta.js"
"ERETE","Vânător care țintește un cârd","/home/adi/workspace/rebus/careuri-definitii-3/js/juxta.js"
"IDOL","Cap însoțit de alaiul admiratorilor","/home/adi/workspace/rebus/careuri-definitii-3/js/juxta.js"
"TULPAN","Legătura celui scăpat basma curată","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"APEL","Rugă pentru judecata de apoi","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ARIE","Bucată cu bucată","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"OTRAVI","A băga antibiotice prin alimentare","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"UMERAS","De-o parte şi de alta a porturilor la CANALUL MÂNECII","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"CUIB","Îl găseşti şi-n gaură de şarpe","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"RANI","Decoraţii de război trecute în jurnalul de front","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"TRASEE","Via noastră românească (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"AERE","Soluţie... de parfumuri!","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"DESTRABALAT","Sfârşitul corupţiei","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ODOR","Mititei pe gustul inimii noastre (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"CATUSA","O japiță ordinară","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"TOLA","Foi la pachet pentru primar (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ABUR","Lăsat cu ochii-n ceaţă","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"MAIDAN","Folosit în loc de drojdie","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"TARZIU","Dincolo de zona crepusculară","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"SARI","Pânze strânse-ntr-un port din India (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ICNI","Ţol din Albion... croit pe dos!","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"SUTIEN","Cofraj pentru balcoane","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"TAUR","Dă de pământ c-un cowboy la rodeo","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"DUCATI","Venetici veneţieni-n Ţările Române","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"URMARE","Act de succesiune","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ABAC","Anexă la casa unor daravele","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"LIEN","Piedică pusă la fugă","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"SATURN","Face unele învârteli cu inele prin stațiune, în spate la Jupiter","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"PERIAT","Tratament invaziv cu acele intradermice","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"URZI","A rezolva o încrucișare cu mâinile la spate","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"EROS","A dat în patima-ncrucişărilor","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"NOSTRADAMUS","Doctor de viitor cu diagnostice de avangardă","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"REBO","Minoră surprinsă-n imagini","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ARCA","Salvare de urgenţă chemată-n caz de inundaţii","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ARTIST","Spirit de sacrificiu cultivat pe altarul Euterpei","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"PAUSAL","Achitat de sarcini în politica de globalizare","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ODAI","Poziţii de tragere din timpul războiului","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"EVIE","Suită pe masă-n compania lui Bachus (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"AFLARE","Act specific de prezenţă","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"LIBERT","Za ruptă din lanţul sclaviei","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"ANIN","Udat la rădăcină","/home/adi/workspace/rebus/careuri-definitii-3/js/karaoke.js"
"INFORMATII","Date cu caracter personal pentru evenimente deosebite","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"NERUSINARE","Notă scăzută la purtare","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"TRIA","A clasa printr-o hotărâre de judecată","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"MINOR","Titular la competițiile de juniori","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"AVA","Cursă pentru înotători tăcuți","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"GAMANI","Gurmanzi la o masă țărănească","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"MOBIL","Intrat de curând în serviciul de informații","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"ARI","Zone productive prin munca la câmp","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"PSIHIC","Stare de spirit","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"ACT","Finalul unei idei constructive","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"LASAT","Bunul consemnat într-un act de succesiune","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"AA","Asia pustie!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"APA","O jumătate din toată plaja","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"ALIC","Scânteie sărită de la un foc ucigător","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"RO","Aflate într-o probă... la cros!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"PRIPASI","A se retrage temporar la o gazdă primitoare","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"IMPRECIZIE","Excepția unui trăgător de elită","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"INTAMPLARI","Evenimentul zilei (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"NERVOS","Diagnosticat cu hipertensiune","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"POM","Esență de prune","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"FRIABILA","Trecută la casare","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"OUA","Mici din carne de pasăre","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"IHA","Manifestarea bucuriei... pentru Mihaela!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"PR","Preluare din prima!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"RS","Discurs în încheiere... la concurs!","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"GLISARE","Intrare prin alunecare","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"MIMA","A face fețe-fețe","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"CALIC","Unul care dă de pomană pe la biserici","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"ANIMA","A ieși la înviorare","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"TIPI","Oameni fără personalitate, dați ca exemplu","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"TANARA","Femeie de viitor","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"CAZ","Subiect pentru un tratat","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"IRONICA","Campioană la aruncarea suliței","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"SI","Notat cu plus","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"IERI","Curs de zi încheiat de curând","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"TARIE","Pronunțată cu fermitate","/home/adi/workspace/rebus/careuri-definitii-3/js/knock-down.js"
"DANDANALE","O pacoste pe capul omului (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"APARTAMENT","Nivelul de trai ridicat pentru concitadini","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ROS","Atacat cu invidie","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"EB","Debutante în stare de ebrietate!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"GER","Furnizor de înghețată de sezon","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"AC","Pătrundere prin efracție!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"TEAPA","Armă de vânătoare pentru fazani","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"VASE","Implicate în rețeaua de trafic cu plasmă","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"DORMI","A nu mai fi considerat deștept","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ELONGATIE","Diagnosticată cu întindere musculară","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"RIT","Moștenire de la părinți","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"AIA","Femeie fără personalitate","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"SS","Se spune în mod repetat!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"APRIG","Încurcătura cu gripa!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"IUTE","Unul din formația RAPIDULUI","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"SOC","Lovitură în moalele capului","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"TEREN","Domeniul culturii universale","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"RANIRI","Duc imediat la tamponări... cu vărsări de sânge","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ARS","Terminat dintr-un foc","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"DARAVERA","Întâmplare care crează multe probleme","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"APOCALIPSA","Final tragic respectînd un vechi scenariu","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"NAS","Protagonist în CLANUL SICILIENILOR","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"SOTRON","Probă de sărituri la nivelul solului, pentru juniori","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"DR","Un dolar găurit!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"TEN","Mascatul de la bal","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ICI","Zonă de proximitate","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ATEE","Femeie fără har","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"GAG","Buf... și el","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"NABADAI","Acces direct pe uliță","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"TI","Tăvi goale... rămase de la aperitiv!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"AM","În amonte pe Amazon!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"POTAIE","Boxer în pragul abandonului","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"LEGARI","Prinsul în corzi (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"URA","Se poartă rău","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"ENE","Închide ochii... în scenele finale!","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"MESTER","Calificat la locul de muncă","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"TRAI","Ținutul viilor","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"SENS","Parolă care dă de înțeles","/home/adi/workspace/rebus/careuri-definitii-3/js/knowhow.js"
"SPERIETURA","Efectul unei întâmplări șocante","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"TRUVER","Interpret demult apreciat în fața parizienilor","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"NOR","Masă apoasă","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"RAR","Obiectul unei colecții","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"DOCILI","Plecați la mare","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"AMOR","Jocuri în cuplaj (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"NECAZ","Probă de greutate","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"MA","Încadrate în armată...la marină!","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"OCARA","Asta e de împroșcat cu noroi","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"UTILITATE","Prezentă la serviciu","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"TIR","Se poate realiza cu bucăți de plumb","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"RAM","Unitate silvică","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"CG","Limitele unui câștig!","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"AIURI","A orienta pe un drum greșit","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"IVAR","Zar fără puncte","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"POPOSIRE","Stațiune de odihnă","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ELE","Femei aflate în anonimat","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ISTETI","Priceput cu ușurință (pl.)","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"STRAMUTARE","Deplasare în spațiu și timp","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"PRAMATII","Gunoaiele unor așezări omenești","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"EURO","Cel care a doborât leul","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"IRUPE","A avea o ieșire scăpată de sub control","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"RV","Survol pe centru...în Norvegia!","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ROL","Prezentat cu acte în regulă","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"RO","Aflate prin Europa...la promenadă!","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"IED","Micul călător cu mocănița","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"CIRIPI","A lucra la turnătorie","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ERONATA","Ieșită prost la socoteli","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"OS","Resturi după încheierea petrecerii (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"CERAMIST","Un expozant elevat la târgul de oale","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"UNICAT","Singurul act aflat la dosar","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"VIE","Martoră la faptele din prezent","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ROLA","Manuale de zugrăvit (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ECART","Abatere nepedepsită de lege","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"ARIZI","Rămași cu semne de la pojar","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"GREI","Marii campioni ai boxului profesionist","/home/adi/workspace/rebus/careuri-definitii-3/js/kyudo.js"
"APE","Dotări de gradul zero la baterie","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"MOS","Colindă de sărbători","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SU","Capace de stilou!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"CRAMACUVIN","O destinație vizitată până ni se acrește","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"AE","Un tub de alifie!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"IR","Luate în chirie!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"MILA","O muiere înduioșătoare","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"STEAGROSU","Material... de propagandă comunistă","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"TRIA","A avansa de la echipa mare","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"AER","Standard mediu pentru piloți","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SA","O strofă prezentată pe dinafară!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"CUB","Un test de inteligență întors pe toate fețele","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"TA","Tăiată de la tain!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"CALNARAVAS","Un transportor de sare","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ALOE","O prezență de decor... la farmacie","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ARI","Niște palme croite pe loc","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"MANASTANGA","Sprijinită într-o inițiativă de dreapta","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ARAMI","A da tonul la o petrecere pe plajă","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"TAIS","Amenințarea unor fiare periculoase","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ACASA","Sediul declarat al unei asociații familale","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"CAMA","O umflătură pe arbore","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"PRET","Plată făcută în convenție","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SALAR","Plată facută în convenție","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"EA","O femeie luată la întâmplare","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ETALONA","A face un marcaj strict pe teren","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"MIAR","Unitate monetară tranzacționată într-o afacere de familie","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"NEAM","Schimb de generație","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"MARGICA","Participantă la proba de bob","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SI","Uvertură la o simfonie... în stil clasic!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"OC","Mijlocul unui proces... susținut de un avocat!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"RAURAT","Strai pe care s-au așezat muștele","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SUMO","Dispută pentru întâietate între puternicii lumii","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"BARAT","Indicator de acces interzis","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"VISA","A face un exercițiu de imaginație","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"VINA","Una din tainele spovedaniei","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"SILUETA","Apreciată obiectiv de către juriul unui concurs de miss","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"GI","Aripi de găini... în frigider!","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"UNA","Damă aflată în căutarea perechii sale","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"RASPAS","Suspendarea lucrului pe termen limitat","/home/adi/workspace/rebus/careuri-definitii-3/js/legato.js"
"ABSTINENT","Continent... mai puțin cunoscut","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"CAPITONARI","Lucrări în scopul creării unui ambient liniștit","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"OLOGIT","Nu se mai poartă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"REN","Trage la un vehicul fără cauciucuri...de iarnă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"MATA","Dumneata îl vezi mai diferit","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ELINA","Jumătatea partidei...disputată pe terenul Greciei","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"OM","Unitate de masă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ROSI","Lipsiți de bunăstarea materială","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"CI","Contestație în contencios!","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"DUBII","Rezerve la o echipă de arbitri","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"TAIN","Ajuns în gura dobitoacelor","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ACU","Prezent într-o situație de urgență","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ESEC","Pierderea afacerilor în mod lamentabil","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"BUTURI","Bornele unui transformator, conectate în paralel","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"AHA","Dovadă de bună înțelegere","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"IRIS","Identificat cu ușurință dintr-o singură privire","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"COSOR","Manualul pomicultorului","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"LICAR","Remarcabil după o evoluție în nocturnă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"BATE","A evolua spre un final victorios","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ACOMODABIL","Trecut în altă lume cu multă ușurință","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"BALAMUCURI","Adăposturi temporare pentru rătăciți","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"SPOT","Publicitate făcută la repezeală","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"BUTIC","Alea micuțe de lux pentru amatorii de ocazie (sing)","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"TIGARI","Tuburi de cartușe","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"USA","Mobilă pentru orice apartament","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ITI","A surprinde prin apariția sa","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"OIER","Omul așezat cu ursul la masă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"NOTES","Un însemnat buletin de știri","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"SIC","Prezent la paradă în port","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"EN","Marcate în chenar... într-un desen!","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"LITE","Astea nu suportă momentele de tensiune maximă","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"OB","Băgate în sobă... de probă!","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"NARI","Chemare la coana mare (pl)","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"ACASA","Finalul unei expediții la care participă familia","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"TRENCI","Ținută prin vânt și ploaie","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"HOT","Șiret... care se leagă strâns","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"INAINTARE","Depășire făcută regulamentar","/home/adi/workspace/rebus/careuri-definitii-3/js/looping.js"
"INFORMATII","Răspunsuri oferite cu ajutorul ştiinţei","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"NOIMA","Pierdută în detalii inutile","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"CRUD","Luat ca din oală ca nepregătit","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"CITITORI","Nişte oameni prinşi cu obişnuitul cotidian","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"IS","Caise pentru pandişpan!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"RIMEL","Închide ochii la cochetăriile femeilor","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"IGLITA","Angajată într-o întreprindere de tricotaje","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"ITA","Folosită fără nici un câştig!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"PA","Pană de papagal!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"URLETE","Audiţii la volum maxim","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"UZINA","Volumul ridicat al producţiei industriale","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"VERS","Un exemplu dintr-un volum de poezii","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"CITA","A da exemplu cum spunea cineva","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"RIT","Are obiceiul de a merge la biserică","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"RAR","Curent... de joasă frecvenţă","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"ANTICA","Aflate la mare distanţă de noi (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"IDENTIC","Adus la acelaşi numitor","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"AB","Abuz fără de folos!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"INCHIPUIRI","Vise neîmplinite","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"NOI","Rupţi de trecut","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"GAZ","Utilizate sub formă de comprimate (sg.)","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"AD","Aderare în primul val!","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"FITIL","Sămânţă de scandal","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"ICRE","Delicatese cu pui de baltă","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"OMISIUNI","Concurente la sărituri","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"RAT","Surlă... cu două orificii","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"TRATAT","Ieşit de la dezbateri","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"ORAL","Rămas în pronunţare","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
"ANI","Încadraţi după sporul de vechime","/home/adi/workspace/rebus/careuri-definitii-3/js/maree-1.js"
